full_text,cleasing,case_folding,tokenize,Filtering/stopword removal,stemming_data,sentiment
@sofuniees WOW ITU MOBIL LISTRIK YA? Wuling air EV,WOW ITU MOBIL LISTRIK YA Wuling air EV,wow itu mobil listrik ya wuling air ev,"['wow', 'itu', 'mobil', 'listrik', 'ya', 'wuling', 'air', 'ev']","['wow', 'mobil', 'listrik', 'ya', 'wuling', 'air', 'ev']",wow mobil listrik ya wuling air ev,1
hah gila orang grogot udah mulai beli mobil listrik.....,hah gila orang grogot udah mulai beli mobil listrik,hah gila orang grogot udah mulai beli mobil listrik,"['hah', 'gila', 'orang', 'grogot', 'udah', 'mulai', 'beli', 'mobil', 'listrik']","['hah', 'gila', 'orang', 'grogot', 'udah', 'beli', 'mobil', 'listrik']",hah gila orang grogot udah beli mobil listrik,0
@Syaaaaaa_12 @DraftAnakUnpad manipulasi data meteran listrik pdam pbb pake punya tetangga atau siapa gt. banyak yg mampu (punya mobil rumah) lolos kip malah yg kurang mampu kesusahan,manipulasi data meteran listrik pdam pbb pake punya tetangga atau siapa gt banyak yg mampu punya mobil rumah lolos kip malah yg kurang mampu kesusahan,manipulasi data meteran listrik pdam pbb pake punya tetangga atau siapa gt banyak yg mampu punya mobil rumah lolos kip malah yg kurang mampu kesusahan,"['manipulasi', 'data', 'meteran', 'listrik', 'pdam', 'pbb', 'pake', 'punya', 'tetangga', 'atau', 'siapa', 'gt', 'banyak', 'yg', 'mampu', 'punya', 'mobil', 'rumah', 'lolos', 'kip', 'malah', 'yg', 'kurang', 'mampu', 'kesusahan']","['manipulasi', 'data', 'meteran', 'listrik', 'pdam', 'pbb', 'pake', 'tetangga', 'gt', 'yg', 'mobil', 'rumah', 'lolos', 'kip', 'yg', 'kesusahan']",manipulasi data meter listrik pdam pbb pake tetangga gt yg mobil rumah lolos kip yg susah,0
@bdleonanda Video viral jaman dulu ini tabung gas meletup bukan mobil listrik.,Video viral jaman dulu ini tabung gas meletup bukan mobil listrik,video viral jaman dulu ini tabung gas meletup bukan mobil listrik,"['video', 'viral', 'jaman', 'dulu', 'ini', 'tabung', 'gas', 'meletup', 'bukan', 'mobil', 'listrik']","['video', 'viral', 'jaman', 'tabung', 'gas', 'meletup', 'mobil', 'listrik']",video viral jaman tabung gas letup mobil listrik,0
@Tan_Mar3M Makanya beli mobil listrik,Makanya beli mobil listrik,makanya beli mobil listrik,"['makanya', 'beli', 'mobil', 'listrik']","['beli', 'mobil', 'listrik']",beli mobil listrik,1
@diodent bismillah jual mobil listrik (pliko),bismillah jual mobil listrik pliko,bismillah jual mobil listrik pliko,"['bismillah', 'jual', 'mobil', 'listrik', 'pliko']","['bismillah', 'jual', 'mobil', 'listrik', 'pliko']",bismillah jual mobil listrik pliko,1
@Jayabay19479190 gak kapok apa pernah di php elon...mobil listrik,gak kapok apa pernah di php elonmobil listrik,gak kapok apa pernah di php elonmobil listrik,"['gak', 'kapok', 'apa', 'pernah', 'di', 'php', 'elonmobil', 'listrik']","['gak', 'kapok', 'php', 'elonmobil', 'listrik']",gak kapok php elonmobil listrik,0
@NgkongRoses Proyek motor mobil listrik ngak laku mknya mau hajar ke pajak kendaraan berbahan bakar minyak,Proyek motor mobil listrik ngak laku mknya mau hajar ke pajak kendaraan berbahan bakar minyak,proyek motor mobil listrik ngak laku mknya mau hajar ke pajak kendaraan berbahan bakar minyak,"['proyek', 'motor', 'mobil', 'listrik', 'ngak', 'laku', 'mknya', 'mau', 'hajar', 'ke', 'pajak', 'kendaraan', 'berbahan', 'bakar', 'minyak']","['proyek', 'motor', 'mobil', 'listrik', 'ngak', 'laku', 'mknya', 'hajar', 'pajak', 'kendaraan', 'berbahan', 'bakar', 'minyak']",proyek motor mobil listrik ngak laku mknya hajar pajak kendara bahan bakar minyak,0
@arungbudoyo Mobil listrik kan memang tidak ramah lingkungan Itu ada untuk menyelamatkan industri mobil dan sales mobil,Mobil listrik kan memang tidak ramah lingkungan Itu ada untuk menyelamatkan industri mobil dan sales mobil,mobil listrik kan memang tidak ramah lingkungan itu ada untuk menyelamatkan industri mobil dan sales mobil,"['mobil', 'listrik', 'kan', 'memang', 'tidak', 'ramah', 'lingkungan', 'itu', 'ada', 'untuk', 'menyelamatkan', 'industri', 'mobil', 'dan', 'sales', 'mobil']","['mobil', 'listrik', 'ramah', 'lingkungan', 'menyelamatkan', 'industri', 'mobil', 'sales', 'mobil']",mobil listrik ramah lingkung selamat industri mobil sales mobil,0
@txtfrombrand kenapa mobil dinasnya bukan mobil listrik ESEMKA,kenapa mobil dinasnya bukan mobil listrik ESEMKA,kenapa mobil dinasnya bukan mobil listrik esemka,"['kenapa', 'mobil', 'dinasnya', 'bukan', 'mobil', 'listrik', 'esemka']","['mobil', 'dinasnya', 'mobil', 'listrik', 'esemka']",mobil dinas mobil listrik esemka,1
@C4k_D3pp Bgitulah cak pembuat helm buat trafis kanker dan mobil listrik aja ditolak pemerintah untuk pengembangannya dan akhirnya diambil luar negri,Bgitulah cak pembuat helm buat trafis kanker dan mobil listrik aja ditolak pemerintah untuk pengembangannya dan akhirnya diambil luar negri,bgitulah cak pembuat helm buat trafis kanker dan mobil listrik aja ditolak pemerintah untuk pengembangannya dan akhirnya diambil luar negri,"['bgitulah', 'cak', 'pembuat', 'helm', 'buat', 'trafis', 'kanker', 'dan', 'mobil', 'listrik', 'aja', 'ditolak', 'pemerintah', 'untuk', 'pengembangannya', 'dan', 'akhirnya', 'diambil', 'luar', 'negri']","['bgitulah', 'cak', 'pembuat', 'helm', 'trafis', 'kanker', 'mobil', 'listrik', 'aja', 'ditolak', 'pemerintah', 'pengembangannya', 'diambil', 'negri']",bgitulah cak buat helm trafis kanker mobil listrik aja tolak perintah kembang ambil negri,0
Baruu tauu kalo beli mobil listrik vietnam (VINFAST) masih ada biaya bulanan yg ditanggung yaitu sewa baterai,Baruu tauu kalo beli mobil listrik vietnam VINFAST masih ada biaya bulanan yg ditanggung yaitu sewa baterai,baruu tauu kalo beli mobil listrik vietnam vinfast masih ada biaya bulanan yg ditanggung yaitu sewa baterai,"['baruu', 'tauu', 'kalo', 'beli', 'mobil', 'listrik', 'vietnam', 'vinfast', 'masih', 'ada', 'biaya', 'bulanan', 'yg', 'ditanggung', 'yaitu', 'sewa', 'baterai']","['baruu', 'tauu', 'kalo', 'beli', 'mobil', 'listrik', 'vietnam', 'vinfast', 'biaya', 'bulanan', 'yg', 'ditanggung', 'sewa', 'baterai']",baruu tauu kalo beli mobil listrik vietnam vinfast biaya bulan yg tanggung sewa baterai,1
@ardi_tama1 Bisa kalo buat kaya keluargaku yg hidupnya dikampung ya ga punya mobil gapunya cicilan gapunya ac jd listrik sebulan cm 200rb sering masak beras panen sendiri wkwkwk,Bisa kalo buat kaya keluargaku yg hidupnya dikampung ya ga punya mobil gapunya cicilan gapunya ac jd listrik sebulan cm rb sering masak beras panen sendiri wkwkwk,bisa kalo buat kaya keluargaku yg hidupnya dikampung ya ga punya mobil gapunya cicilan gapunya ac jd listrik sebulan cm rb sering masak beras panen sendiri wkwkwk,"['bisa', 'kalo', 'buat', 'kaya', 'keluargaku', 'yg', 'hidupnya', 'dikampung', 'ya', 'ga', 'punya', 'mobil', 'gapunya', 'cicilan', 'gapunya', 'ac', 'jd', 'listrik', 'sebulan', 'cm', 'rb', 'sering', 'masak', 'beras', 'panen', 'sendiri', 'wkwkwk']","['kalo', 'kaya', 'keluargaku', 'yg', 'hidupnya', 'dikampung', 'ya', 'ga', 'mobil', 'gapunya', 'cicilan', 'gapunya', 'ac', 'jd', 'listrik', 'sebulan', 'cm', 'rb', 'masak', 'beras', 'panen', 'wkwkwk']",kalo kaya keluarga yg hidup kampung ya ga mobil gapunya cicil gapunya ac jd listrik bulan cm rb masak beras panen wkwkwk,0
Pengalamannya itu jadi barang berharga ketika 2012 kala itu Menteri ESDM Pak Dahlan Iskan menyerukan anak-anak bangsa untuk 'pulang' mengembangkan mobil listrik di dalam negeri.,Pengalamannya itu jadi barang berharga ketika  kala itu Menteri ESDM Pak Dahlan Iskan menyerukan anakanak bangsa untuk pulang mengembangkan mobil listrik di dalam negeri,pengalamannya itu jadi barang berharga ketika  kala itu menteri esdm pak dahlan iskan menyerukan anakanak bangsa untuk pulang mengembangkan mobil listrik di dalam negeri,"['pengalamannya', 'itu', 'jadi', 'barang', 'berharga', 'ketika', 'kala', 'itu', 'menteri', 'esdm', 'pak', 'dahlan', 'iskan', 'menyerukan', 'anakanak', 'bangsa', 'untuk', 'pulang', 'mengembangkan', 'mobil', 'listrik', 'di', 'dalam', 'negeri']","['pengalamannya', 'barang', 'berharga', 'menteri', 'esdm', 'dahlan', 'iskan', 'menyerukan', 'anakanak', 'bangsa', 'pulang', 'mengembangkan', 'mobil', 'listrik', 'negeri']",alam barang harga menteri esdm dahlan iskan seru anakanak bangsa pulang kembang mobil listrik negeri,1
Padahal tahun '90an akhir atau '00 awal mana ada orang Indonesia yang terpikirkan hal itu bahkan 'Pemerintah' kala itu acuh tentang gagasan mobil listrik. Yaa singkat cerita beliau tahun 99 dipercaya untuk mengembangkan mobil listrik di Jepang kurang lebih selama 12 tahun.,Padahal tahun an akhir atau  awal mana ada orang Indonesia yang terpikirkan hal itu bahkan Pemerintah kala itu acuh tentang gagasan mobil listrik Yaa singkat cerita beliau tahun  dipercaya untuk mengembangkan mobil listrik di Jepang kurang lebih selama  tahun,padahal tahun an akhir atau  awal mana ada orang indonesia yang terpikirkan hal itu bahkan pemerintah kala itu acuh tentang gagasan mobil listrik yaa singkat cerita beliau tahun  dipercaya untuk mengembangkan mobil listrik di jepang kurang lebih selama  tahun,"['padahal', 'tahun', 'an', 'akhir', 'atau', 'awal', 'mana', 'ada', 'orang', 'indonesia', 'yang', 'terpikirkan', 'hal', 'itu', 'bahkan', 'pemerintah', 'kala', 'itu', 'acuh', 'tentang', 'gagasan', 'mobil', 'listrik', 'yaa', 'singkat', 'cerita', 'beliau', 'tahun', 'dipercaya', 'untuk', 'mengembangkan', 'mobil', 'listrik', 'di', 'jepang', 'kurang', 'lebih', 'selama', 'tahun']","['an', 'orang', 'indonesia', 'terpikirkan', 'pemerintah', 'acuh', 'gagasan', 'mobil', 'listrik', 'yaa', 'singkat', 'cerita', 'beliau', 'dipercaya', 'mengembangkan', 'mobil', 'listrik', 'jepang']",an orang indonesia pikir perintah acuh gagas mobil listrik yaa singkat cerita beliau percaya kembang mobil listrik jepang,1
Bagaimana tidak tahun 1999 ada orang desa yang sudah terpikirkan atau bahkan sudah mulai mengembangkan mobil listrik. Satu hal yang sulit dilakukan bagaimana kita memandang hal yang punya nilai 'futuristik' pandangannya begitu jauh ke depan.,Bagaimana tidak tahun  ada orang desa yang sudah terpikirkan atau bahkan sudah mulai mengembangkan mobil listrik Satu hal yang sulit dilakukan bagaimana kita memandang hal yang punya nilai futuristik pandangannya begitu jauh ke depan,bagaimana tidak tahun  ada orang desa yang sudah terpikirkan atau bahkan sudah mulai mengembangkan mobil listrik satu hal yang sulit dilakukan bagaimana kita memandang hal yang punya nilai futuristik pandangannya begitu jauh ke depan,"['bagaimana', 'tidak', 'tahun', 'ada', 'orang', 'desa', 'yang', 'sudah', 'terpikirkan', 'atau', 'bahkan', 'sudah', 'mulai', 'mengembangkan', 'mobil', 'listrik', 'satu', 'hal', 'yang', 'sulit', 'dilakukan', 'bagaimana', 'kita', 'memandang', 'hal', 'yang', 'punya', 'nilai', 'futuristik', 'pandangannya', 'begitu', 'jauh', 'ke', 'depan']","['orang', 'desa', 'terpikirkan', 'mengembangkan', 'mobil', 'listrik', 'sulit', 'memandang', 'nilai', 'futuristik', 'pandangannya']",orang desa pikir kembang mobil listrik sulit pandang nilai futuristik pandang,1
[Kesederhanaan Melampaui Zaman Mengejar Panutan] Saya pernah menulis ada seorang role-model yang begitu saya kagumi beliau adalah orang yang pada 25 tahun lalu sudah terbayang dan membangun mobil listrik (dibaca: mobil masa depan).,Kesederhanaan Melampaui Zaman Mengejar Panutan Saya pernah menulis ada seorang rolemodel yang begitu saya kagumi beliau adalah orang yang pada  tahun lalu sudah terbayang dan membangun mobil listrik dibaca mobil masa depan,kesederhanaan melampaui zaman mengejar panutan saya pernah menulis ada seorang rolemodel yang begitu saya kagumi beliau adalah orang yang pada  tahun lalu sudah terbayang dan membangun mobil listrik dibaca mobil masa depan,"['kesederhanaan', 'melampaui', 'zaman', 'mengejar', 'panutan', 'saya', 'pernah', 'menulis', 'ada', 'seorang', 'rolemodel', 'yang', 'begitu', 'saya', 'kagumi', 'beliau', 'adalah', 'orang', 'yang', 'pada', 'tahun', 'lalu', 'sudah', 'terbayang', 'dan', 'membangun', 'mobil', 'listrik', 'dibaca', 'mobil', 'masa', 'depan']","['kesederhanaan', 'melampaui', 'zaman', 'mengejar', 'panutan', 'menulis', 'rolemodel', 'kagumi', 'beliau', 'orang', 'terbayang', 'membangun', 'mobil', 'listrik', 'dibaca', 'mobil']",sederhana lampau zaman kejar panutan tulis rolemodel kagum beliau orang bayang bangun mobil listrik baca mobil,1
@Aryprasetyo85 Pajak motor akan dinaikan tdk hanya subsidi LRT dan kreta cepat tapi juga agar pejabat negara bisa beli mobil listrik ratusan juta juga. Kalau di film2 jadul : rakyat mati2an bercocok tanam kemudian hasil buminya diminta sbg upeti raja. Dunia emang panggung sandiwara.,Pajak motor akan dinaikan tdk hanya subsidi LRT dan kreta cepat tapi juga agar pejabat negara bisa beli mobil listrik ratusan juta juga Kalau di film jadul  rakyat matian bercocok tanam kemudian hasil buminya diminta sbg upeti raja Dunia emang panggung sandiwara,pajak motor akan dinaikan tdk hanya subsidi lrt dan kreta cepat tapi juga agar pejabat negara bisa beli mobil listrik ratusan juta juga kalau di film jadul  rakyat matian bercocok tanam kemudian hasil buminya diminta sbg upeti raja dunia emang panggung sandiwara,"['pajak', 'motor', 'akan', 'dinaikan', 'tdk', 'hanya', 'subsidi', 'lrt', 'dan', 'kreta', 'cepat', 'tapi', 'juga', 'agar', 'pejabat', 'negara', 'bisa', 'beli', 'mobil', 'listrik', 'ratusan', 'juta', 'juga', 'kalau', 'di', 'film', 'jadul', 'rakyat', 'matian', 'bercocok', 'tanam', 'kemudian', 'hasil', 'buminya', 'diminta', 'sbg', 'upeti', 'raja', 'dunia', 'emang', 'panggung', 'sandiwara']","['pajak', 'motor', 'dinaikan', 'tdk', 'subsidi', 'lrt', 'kreta', 'cepat', 'pejabat', 'negara', 'beli', 'mobil', 'listrik', 'ratusan', 'juta', 'film', 'jadul', 'rakyat', 'matian', 'bercocok', 'tanam', 'hasil', 'buminya', 'sbg', 'upeti', 'raja', 'dunia', 'emang', 'panggung', 'sandiwara']",pajak motor naik tdk subsidi lrt kreta cepat jabat negara beli mobil listrik ratus juta film jadul rakyat mati cocok tanam hasil bumi sbg upeti raja dunia emang panggung sandiwara,0
2022 Cewek kantoran kesana kemari naik mobil nongkrong di mol 2024 Cewek pulau naik sepeda listrik pink nongkrong di pelabuhan MashaAllah Tabarakallah,Cewek kantoran kesana kemari naik mobil nongkrong di mol  Cewek pulau naik sepeda listrik pink nongkrong di pelabuhan MashaAllah Tabarakallah,cewek kantoran kesana kemari naik mobil nongkrong di mol  cewek pulau naik sepeda listrik pink nongkrong di pelabuhan mashaallah tabarakallah,"['cewek', 'kantoran', 'kesana', 'kemari', 'naik', 'mobil', 'nongkrong', 'di', 'mol', 'cewek', 'pulau', 'naik', 'sepeda', 'listrik', 'pink', 'nongkrong', 'di', 'pelabuhan', 'mashaallah', 'tabarakallah']","['cewek', 'kantoran', 'kesana', 'kemari', 'mobil', 'nongkrong', 'mol', 'cewek', 'pulau', 'sepeda', 'listrik', 'pink', 'nongkrong', 'pelabuhan', 'mashaallah', 'tabarakallah']",cewek kantor kesana kemari mobil nongkrong mol cewek pulau sepeda listrik pink nongkrong labuh mashaallah tabarakallah,1
@kang___L Lho ga jadi subsidi mobil listrik? Sales ga sesuai harapan kah?,Lho ga jadi subsidi mobil listrik Sales ga sesuai harapan kah,lho ga jadi subsidi mobil listrik sales ga sesuai harapan kah,"['lho', 'ga', 'jadi', 'subsidi', 'mobil', 'listrik', 'sales', 'ga', 'sesuai', 'harapan', 'kah']","['lho', 'ga', 'subsidi', 'mobil', 'listrik', 'sales', 'ga', 'sesuai', 'harapan', 'kah']",lho ga subsidi mobil listrik sales ga sesuai harap kah,0
@DraftAnakUnpad @bem_unpad Kita asumsikan punya mobil brio harga 80/90 JT dengan penghasilan 10 jt aja masih butuh sekitar 1 tahun tanpa makan tanpa bensin tanpa listrik tanpa kos tanpa biaya perawatan mobil. Agak ngeri emang mainan kampus negri,Kita asumsikan punya mobil brio harga  JT dengan penghasilan  jt aja masih butuh sekitar  tahun tanpa makan tanpa bensin tanpa listrik tanpa kos tanpa biaya perawatan mobil Agak ngeri emang mainan kampus negri,kita asumsikan punya mobil brio harga  jt dengan penghasilan  jt aja masih butuh sekitar  tahun tanpa makan tanpa bensin tanpa listrik tanpa kos tanpa biaya perawatan mobil agak ngeri emang mainan kampus negri,"['kita', 'asumsikan', 'punya', 'mobil', 'brio', 'harga', 'jt', 'dengan', 'penghasilan', 'jt', 'aja', 'masih', 'butuh', 'sekitar', 'tahun', 'tanpa', 'makan', 'tanpa', 'bensin', 'tanpa', 'listrik', 'tanpa', 'kos', 'tanpa', 'biaya', 'perawatan', 'mobil', 'agak', 'ngeri', 'emang', 'mainan', 'kampus', 'negri']","['asumsikan', 'mobil', 'brio', 'harga', 'jt', 'penghasilan', 'jt', 'aja', 'butuh', 'makan', 'bensin', 'listrik', 'kos', 'biaya', 'perawatan', 'mobil', 'ngeri', 'emang', 'mainan', 'kampus', 'negri']",asumsi mobil brio harga jt hasil jt aja butuh makan bensin listrik kos biaya awat mobil ngeri emang main kampus negri,0
@Jayabay19479190 yang penting heboh dan BOMBASTISnya dulu ke rakyat seperti kasus mobil listrik sampai kunjungan ke pabriknya dan bawa permen kopiko 'pesan sponsor'....sekelas Menko begini cara lobynya kayak sales obat cacing,yang penting heboh dan BOMBASTISnya dulu ke rakyat seperti kasus mobil listrik sampai kunjungan ke pabriknya dan bawa permen kopiko pesan sponsorsekelas Menko begini cara lobynya kayak sales obat cacing,yang penting heboh dan bombastisnya dulu ke rakyat seperti kasus mobil listrik sampai kunjungan ke pabriknya dan bawa permen kopiko pesan sponsorsekelas menko begini cara lobynya kayak sales obat cacing,"['yang', 'penting', 'heboh', 'dan', 'bombastisnya', 'dulu', 'ke', 'rakyat', 'seperti', 'kasus', 'mobil', 'listrik', 'sampai', 'kunjungan', 'ke', 'pabriknya', 'dan', 'bawa', 'permen', 'kopiko', 'pesan', 'sponsorsekelas', 'menko', 'begini', 'cara', 'lobynya', 'kayak', 'sales', 'obat', 'cacing']","['heboh', 'bombastisnya', 'rakyat', 'mobil', 'listrik', 'kunjungan', 'pabriknya', 'bawa', 'permen', 'kopiko', 'pesan', 'sponsorsekelas', 'menko', 'lobynya', 'kayak', 'sales', 'obat', 'cacing']",heboh bombastis rakyat mobil listrik kunjung pabrik bawa permen kopiko pesan sponsorsekelas menko lobynya kayak sales obat cacing,0
@ardi_tama1 Gw sama suami dan anak balita usia 10bln aja perbulan habis 5-6jt utk makan dan beli sabun2. Belum bayar tagihan listrik internet dll...total habis 8-10jt. Ini anak satu belum sekolah. Apa ga mumet kelapa ap2 mahal sekarang. Untung kpr dan mobil lunas ga ada cicilan,Gw sama suami dan anak balita usia bln aja perbulan habis jt utk makan dan beli sabun Belum bayar tagihan listrik internet dlltotal habis jt Ini anak satu belum sekolah Apa ga mumet kelapa ap mahal sekarang Untung kpr dan mobil lunas ga ada cicilan,gw sama suami dan anak balita usia bln aja perbulan habis jt utk makan dan beli sabun belum bayar tagihan listrik internet dlltotal habis jt ini anak satu belum sekolah apa ga mumet kelapa ap mahal sekarang untung kpr dan mobil lunas ga ada cicilan,"['gw', 'sama', 'suami', 'dan', 'anak', 'balita', 'usia', 'bln', 'aja', 'perbulan', 'habis', 'jt', 'utk', 'makan', 'dan', 'beli', 'sabun', 'belum', 'bayar', 'tagihan', 'listrik', 'internet', 'dlltotal', 'habis', 'jt', 'ini', 'anak', 'satu', 'belum', 'sekolah', 'apa', 'ga', 'mumet', 'kelapa', 'ap', 'mahal', 'sekarang', 'untung', 'kpr', 'dan', 'mobil', 'lunas', 'ga', 'ada', 'cicilan']","['gw', 'suami', 'anak', 'balita', 'usia', 'bln', 'aja', 'perbulan', 'habis', 'jt', 'utk', 'makan', 'beli', 'sabun', 'bayar', 'tagihan', 'listrik', 'internet', 'dlltotal', 'habis', 'jt', 'anak', 'sekolah', 'ga', 'mumet', 'kelapa', 'ap', 'mahal', 'untung', 'kpr', 'mobil', 'lunas', 'ga', 'cicilan']",gw suami anak balita usia bln aja bulan habis jt utk makan beli sabun bayar tagih listrik internet dlltotal habis jt anak sekolah ga mumet kelapa ap mahal untung kpr mobil lunas ga cicil,0
@BNGPY 1. Itu mobil merk apa yak?? 2. Semua peralatan serba listrik.... baterainya kuat berapa hari??,Itu mobil merk apa yak  Semua peralatan serba listrik baterainya kuat berapa hari,itu mobil merk apa yak  semua peralatan serba listrik baterainya kuat berapa hari,"['itu', 'mobil', 'merk', 'apa', 'yak', 'semua', 'peralatan', 'serba', 'listrik', 'baterainya', 'kuat', 'berapa', 'hari']","['mobil', 'merk', 'yak', 'peralatan', 'serba', 'listrik', 'baterainya', 'kuat']",mobil merk yak alat serba listrik baterai kuat,1
@ardi_tama1 Gw di malang 3 orang gaji 9jt: - Makan+all keb rumah(includ listrik+wifi) 3 5jt. Ini kalau gak bosen udah bisa kebeli ayam tiap hari. - Spp+les anak 900rb - bbm 1jt (tiap bulan mudik luar kota) - masih sisa 3 6 alokasi buat daftar ulang sekolah pajak+servis mobil nabung dll,Gw di malang  orang gaji jt  Makanall keb rumahinclud listrikwifi  jt Ini kalau gak bosen udah bisa kebeli ayam tiap hari  Spples anak rb  bbm jt tiap bulan mudik luar kota  masih sisa   alokasi buat daftar ulang sekolah pajakservis mobil nabung dll,gw di malang  orang gaji jt  makanall keb rumahinclud listrikwifi  jt ini kalau gak bosen udah bisa kebeli ayam tiap hari  spples anak rb  bbm jt tiap bulan mudik luar kota  masih sisa   alokasi buat daftar ulang sekolah pajakservis mobil nabung dll,"['gw', 'di', 'malang', 'orang', 'gaji', 'jt', 'makanall', 'keb', 'rumahinclud', 'listrikwifi', 'jt', 'ini', 'kalau', 'gak', 'bosen', 'udah', 'bisa', 'kebeli', 'ayam', 'tiap', 'hari', 'spples', 'anak', 'rb', 'bbm', 'jt', 'tiap', 'bulan', 'mudik', 'luar', 'kota', 'masih', 'sisa', 'alokasi', 'buat', 'daftar', 'ulang', 'sekolah', 'pajakservis', 'mobil', 'nabung', 'dll']","['gw', 'malang', 'orang', 'gaji', 'jt', 'makanall', 'keb', 'rumahinclud', 'listrikwifi', 'jt', 'gak', 'bosen', 'udah', 'kebeli', 'ayam', 'spples', 'anak', 'rb', 'bbm', 'jt', 'mudik', 'kota', 'sisa', 'alokasi', 'daftar', 'ulang', 'sekolah', 'pajakservis', 'mobil', 'nabung', 'dll']",gw malang orang gaji jt makanall keb rumahinclud listrikwifi jt gak bosen udah kebel ayam spples anak rb bbm jt mudik kota sisa alokasi daftar ulang sekolah pajakservis mobil nabung dll,1
@NgkongRoses Mungkin saja LUHUT sudah beralih ke mobil listrik ..,Mungkin saja LUHUT sudah beralih ke mobil listrik,mungkin saja luhut sudah beralih ke mobil listrik,"['mungkin', 'saja', 'luhut', 'sudah', 'beralih', 'ke', 'mobil', 'listrik']","['luhut', 'beralih', 'mobil', 'listrik']",luhut alih mobil listrik,1
@ardi_tama1 Lebak bulus jaksel. Suami istri anak 2 - masak 5jt/bln - listrik 2 jt - internet 500k -bensin mobil sebulan bisa 1 jt - ngemall &amp; jajan dll 500-1jt sekali jalan - spp tk anak 1 5 jt - les anak 1 2 jt Blm bocor halus kaya kadoin tmn skelas anak ultah biaya hangout emak2 dll,Lebak bulus jaksel Suami istri anak   masak jtbln  listrik  jt  internet k bensin mobil sebulan bisa  jt  ngemall amp jajan dll jt sekali jalan  spp tk anak   jt  les anak   jt Blm bocor halus kaya kadoin tmn skelas anak ultah biaya hangout emak dll,lebak bulus jaksel suami istri anak   masak jtbln  listrik  jt  internet k bensin mobil sebulan bisa  jt  ngemall amp jajan dll jt sekali jalan  spp tk anak   jt  les anak   jt blm bocor halus kaya kadoin tmn skelas anak ultah biaya hangout emak dll,"['lebak', 'bulus', 'jaksel', 'suami', 'istri', 'anak', 'masak', 'jtbln', 'listrik', 'jt', 'internet', 'k', 'bensin', 'mobil', 'sebulan', 'bisa', 'jt', 'ngemall', 'amp', 'jajan', 'dll', 'jt', 'sekali', 'jalan', 'spp', 'tk', 'anak', 'jt', 'les', 'anak', 'jt', 'blm', 'bocor', 'halus', 'kaya', 'kadoin', 'tmn', 'skelas', 'anak', 'ultah', 'biaya', 'hangout', 'emak', 'dll']","['lebak', 'bulus', 'jaksel', 'suami', 'istri', 'anak', 'masak', 'jtbln', 'listrik', 'jt', 'internet', 'k', 'bensin', 'mobil', 'sebulan', 'jt', 'ngemall', 'amp', 'jajan', 'dll', 'jt', 'jalan', 'spp', 'tk', 'anak', 'jt', 'les', 'anak', 'jt', 'blm', 'bocor', 'halus', 'kaya', 'kadoin', 'tmn', 'skelas', 'anak', 'ultah', 'biaya', 'hangout', 'emak', 'dll']",lebak bulus jaksel suami istri anak masak jtbln listrik jt internet k bensin mobil bulan jt ngemall amp jajan dll jt jalan spp tk anak jt les anak jt blm bocor halus kaya kadoin tmn skelas anak ultah biaya hangout emak dll,1
@sylvkartika lho yg penting kan mobil listrik kak hemat ramah lingkungan tidak berpolusi. untuk mencontohkan kepada masyarakat untuk bisa go green katanyaaa,lho yg penting kan mobil listrik kak hemat ramah lingkungan tidak berpolusi untuk mencontohkan kepada masyarakat untuk bisa go green katanyaaa,lho yg penting kan mobil listrik kak hemat ramah lingkungan tidak berpolusi untuk mencontohkan kepada masyarakat untuk bisa go green katanyaaa,"['lho', 'yg', 'penting', 'kan', 'mobil', 'listrik', 'kak', 'hemat', 'ramah', 'lingkungan', 'tidak', 'berpolusi', 'untuk', 'mencontohkan', 'kepada', 'masyarakat', 'untuk', 'bisa', 'go', 'green', 'katanyaaa']","['lho', 'yg', 'mobil', 'listrik', 'kak', 'hemat', 'ramah', 'lingkungan', 'berpolusi', 'mencontohkan', 'masyarakat', 'go', 'green', 'katanyaaa']",lho yg mobil listrik kak hemat ramah lingkung polusi contoh masyarakat go green katanyaaa,1
@sylvkartika jngn lupa mobil listrik dapat subsidi untuk pajaknya. wkwk,jngn lupa mobil listrik dapat subsidi untuk pajaknya wkwk,jngn lupa mobil listrik dapat subsidi untuk pajaknya wkwk,"['jngn', 'lupa', 'mobil', 'listrik', 'dapat', 'subsidi', 'untuk', 'pajaknya', 'wkwk']","['jngn', 'lupa', 'mobil', 'listrik', 'subsidi', 'pajaknya', 'wkwk']",jngn lupa mobil listrik subsidi pajak wkwk,1
@txtfrombrand mendukung program mobil listrik dan mengurangi polusi tanpa mengurangi estetika dan kenyamanan,mendukung program mobil listrik dan mengurangi polusi tanpa mengurangi estetika dan kenyamanan,mendukung program mobil listrik dan mengurangi polusi tanpa mengurangi estetika dan kenyamanan,"['mendukung', 'program', 'mobil', 'listrik', 'dan', 'mengurangi', 'polusi', 'tanpa', 'mengurangi', 'estetika', 'dan', 'kenyamanan']","['mendukung', 'program', 'mobil', 'listrik', 'mengurangi', 'polusi', 'mengurangi', 'estetika', 'kenyamanan']",dukung program mobil listrik kurang polusi kurang estetika nyaman,1
